"Notes"	"State"	"State Code"	"Single Race 6"	"Single Race 6 Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Wisconsin"	"55"	"White"	"2106-3"	"Dec., 2019"	"2019/12"	"Female"	"F"	29	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Dec., 2019"	"2019/12"	"Male"	"M"	57	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Jan., 2020"	"2020/01"	"Female"	"F"	31	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Jan., 2020"	"2020/01"	"Male"	"M"	61	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Feb., 2020"	"2020/02"	"Female"	"F"	39	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Feb., 2020"	"2020/02"	"Male"	"M"	69	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Mar., 2020"	"2020/03"	"Female"	"F"	24	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Mar., 2020"	"2020/03"	"Male"	"M"	66	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Apr., 2020"	"2020/04"	"Female"	"F"	39	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Apr., 2020"	"2020/04"	"Male"	"M"	64	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"May, 2020"	"2020/05"	"Female"	"F"	43	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"May, 2020"	"2020/05"	"Male"	"M"	86	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Jun., 2020"	"2020/06"	"Female"	"F"	31	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Jun., 2020"	"2020/06"	"Male"	"M"	69	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Jul., 2020"	"2020/07"	"Female"	"F"	31	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Jul., 2020"	"2020/07"	"Male"	"M"	78	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Aug., 2020"	"2020/08"	"Female"	"F"	32	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Aug., 2020"	"2020/08"	"Male"	"M"	79	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Sep., 2020"	"2020/09"	"Female"	"F"	33	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Sep., 2020"	"2020/09"	"Male"	"M"	69	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Oct., 2020"	"2020/10"	"Female"	"F"	28	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Oct., 2020"	"2020/10"	"Male"	"M"	59	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Nov., 2020"	"2020/11"	"Female"	"F"	30	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Nov., 2020"	"2020/11"	"Male"	"M"	71	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Dec., 2020"	"2020/12"	"Female"	"F"	37	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"White"	"2106-3"	"Dec., 2020"	"2020/12"	"Male"	"M"	68	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 2018-2021, Single Race"
"Query Parameters:"
"MCD - Drug/Alcohol Induced Causes: Drug-induced causes"
"States: Michigan (26); Wisconsin (55)"
"UCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44); Drug poisonings (overdose) Suicide"
"(X60-X64); Drug poisonings (overdose) Homicide (X85); Drug poisonings (overdose) Undetermined (Y10-Y14)"
"Year/Month: 2018; 2019; 2020"
"Group By: State; Single Race 6; Month; Gender"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Aug 30, 2023 10:47:54 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2023. Data are from the Multiple Cause of Death Files,"
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Aug 30, 2023 10:47:54 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Unreliable."
